,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Down/Up Ratio,0.31472180530467625,-0.07759459539794997,-0.017039348534936986,0.08518255664382429,-0.01880647166545313,0.0692200388186064,-0.15485597865355666,0.149445342576442,-0.06694094419327223,-0.14507862935753435,0.08593077003187839,0.2901682134970003,0.16497986453374247,0.046886219312476426,0.0026659102061289256,-0.009498747614686864,-0.1680640642448905,-0.002316031582731416,-0.10960418915808195,-0.16775456515641776,-0.09502756413617482,-0.15468633010513266,-0.03424788420639607,-0.12946000688544812,-0.14505499030143248,0.03774455074604243,0.0029647710489851416,0.018688007765034605,0.056865971698517336,0.009259376422956251,-0.08111930366370183,-0.021689182976444323,-0.016376089019200294,0.08487200160948026,-0.023101633107887355,0.048421278083668896,0.1467904506736423,0.003486318505347217,0.14360468808459625,0.036350498444143585,0.04294548957029891,0.03186641699075523,-0.08111930366370183,0.06407315764170113,0.078822157052013,-0.335553792705271,0.05803865367927139,-0.021689182976444323,0.06407315764170113,1.0,0.16571777539651558,-0.06694094419327223,0.16497986453374242,-0.017039348534936986,-0.01880647166545313,0.08518255664382428,0.0692200388186064,-0.05791485761512228,-0.20043754104642117,-0.01752208870319211,-0.24796657802410205,0.003313162024720568,-0.015209504440177945,-0.00048295737540053195,0.012238028559676305,-0.08455688060055626,-0.010443698391196016,-0.08698408222259259,-0.0835495095179514
Avg Packet Size,-0.03583532195890888,0.14783025187067378,-0.01378055797185278,0.15897145244884123,-0.006047708233298242,0.14757982386646037,0.5049081393889202,0.15178347614945892,0.5743659524362632,0.4514470921665489,0.6699199240540306,-0.01761689457442527,0.8976248659348948,0.6699252609749061,0.01288634142602914,-0.05713730809219099,-0.21600761295782503,0.11516430039653235,0.009955545302393773,-0.22909653393238838,0.14136634702155518,-0.19608156473033517,0.26330201218229615,0.0026751891184729247,-0.22745268602834443,0.27528877269368984,0.003906430946677945,0.19335740096237558,0.22000015007382548,-0.04344583143671838,-0.10005147818585378,-0.03195356769958719,-0.007304195467631664,0.1605200718492038,-0.04994603664552006,-0.04469405753423308,0.1428217281882497,0.7340438098437931,0.9939848256355774,0.8207971639473643,0.8675701759887401,-0.03522323665205175,-0.10005147818585378,0.2830433517393153,0.4040167507224068,-0.3748309865556218,-0.09024146723618,-0.03195356769958719,0.2830433517393153,0.16571777539651558,1.0,0.5743659524362632,0.8976248659348949,-0.01378055797185278,-0.006047708233298242,0.15897145244884123,0.14757982386646037,0.1727740488552272,0.19872811689726633,-0.016665123735274946,0.00834865219018761,0.022101720921850036,0.013423164695221515,0.03291769741559852,0.022808144018119515,-0.007263262088465363,0.12862718357956313,0.010705214241122439,-0.023466965698940957
Avg Fwd Segment Size,-0.15412195742543133,-0.056470991294037785,-0.013442170831936703,0.0022668313072421046,-0.0010679314502896255,-0.008316773472555205,0.8436606505455896,0.15653577578337097,1.0,0.8552937552311247,0.3452125649278883,-0.17346438611032414,0.26678129863841077,0.38209892886403723,0.029682814276781887,-0.05502863548220591,-0.216249841085768,0.06930877842466925,-0.1108869061375218,-0.23365971187737455,-0.05459289612882403,-0.20033206248347624,0.12656090409102838,-0.10638254563452545,-0.21993810579709136,0.023495864913086476,0.0166619194032789,0.07589547437015744,0.03344664151597093,-0.011843875902938178,-0.09445655982327038,-0.03272535811923176,-0.011989311654940124,0.004586676050663369,-0.04873881529066625,-0.04064403886238652,0.13302243670970113,0.6068660066570268,0.5544250268182892,0.5907551067905313,0.42147077899840657,-0.038555660800222845,-0.09445655982327038,0.331198477944619,0.3659199990076653,-0.2264186537586944,-0.0777201161222461,-0.03272535811923176,0.331198477944619,-0.06694094419327223,0.5743659524362632,1.0,0.26678129863841077,-0.013442170831936705,-0.00106793145028963,0.0022668313072421046,-0.008316773472555205,0.30986631304891926,0.36106413659673936,-0.013498801304466634,0.19966727830719674,0.033616846127237844,0.0010778694402684657,0.028483111219428387,0.04039211010612087,-0.13972437555808098,0.14120936824491467,-0.10941637880211055,-0.1582562606664172
Avg Bwd Segment Size,-0.06722774770247426,0.16579715945008822,-0.015448525043974657,0.14829199339045512,-0.009101338588792921,0.13827517179769322,0.31512538942197643,-0.0649095642450471,0.26678129863841077,0.25849623829269824,0.7484118019059439,-0.007032869007731808,1.0,0.7381739544633185,-0.013752609368468833,-0.05254506701861322,-0.18441738775241678,0.08399101550251725,0.02341925743012365,-0.18538773699690267,0.15790906747526007,-0.1673626544274313,0.23513239338256772,0.013943452481840415,-0.19114897213501578,0.30530668447797366,-0.017780274184216724,0.18841138597193074,0.2216050151541859,-0.0628921314417135,-0.12143307564508206,-0.025059723008242944,-0.008875140884129279,0.1499749568449974,-0.04585150312542678,-0.041404855054020535,-0.06526016222226494,0.7091873520138864,0.908528815856099,0.8071503187519987,0.907807399099434,-0.02529804021450197,-0.12143307564508206,0.2634781343024798,0.42059370604379237,-0.3761083392944958,-0.08006410655460725,-0.025059723008242944,0.2634781343024798,0.16497986453374242,0.8976248659348949,0.26678129863841077,1.0,-0.015448525043974658,-0.009101338588792921,0.14829199339045512,0.13827517179769322,0.11275798192212573,0.14898142163237613,-0.018398105671670825,-0.005867100071897207,-0.0135167711073173,0.006180216296509934,0.0037418116656000714,-0.016077092434530645,0.023610725843461022,0.013709582099560119,0.019463717586779103,0.021554835967436348
Subflow Fwd Packets,0.050205086557489044,0.0847465949941057,1.0,0.020711214222065347,0.9984889780230087,0.0211845865137252,-0.018724546898153113,0.01869262271856821,-0.013442170831936705,-0.020340587077699767,-0.019891055257483463,-0.01069823002703624,-0.015448525043974658,-0.02013520505498385,-0.0013850787730989957,-0.0016170058367130941,-0.007031751345398622,-0.005945195509213037,-0.007782851491525976,-0.006024718425071269,0.08509359984654022,-0.007318941632132938,-0.006491173679362702,-0.007827380133875744,-0.006239124466860623,-0.005019195808367418,-0.004161286408438615,-0.005793225971403186,-0.004811465757556208,-0.002294882247961694,-0.004289883460243884,-0.0008159875605320923,0.9990939547166838,0.020513844526611924,-0.001256233414541209,-0.0018583692528754878,0.019534447187082637,-0.022340983352461444,-0.011345962609767177,-0.02304531375890216,-0.014074995927448002,-0.0012460993388021056,-0.004289883460243884,-0.015277011682675435,-0.02468188425240233,-0.015434093858932461,-0.0037977236756403018,-0.0008159875605320923,-0.015277011682675435,-0.017039348534936986,-0.01378055797185278,-0.013442170831936705,-0.015448525043974658,1.0,0.9984889780230087,0.02071121422206535,0.021184586513725196,-0.015983605321622293,-0.00996757613833757,0.999741255279983,-0.036596085005766214,-0.0004380471504898466,0.00036179767764126354,-0.00028730338465833793,-0.0007342828617609337,-0.00723893499643898,-0.000978014626413781,-0.0072356407940813265,-0.00716090484960643
Subflow Fwd Bytes,0.04903707406536237,0.08716665224113374,0.9984889780230087,0.001898680472333811,1.0,0.0012244958693628653,-0.012302127660921666,0.018562360351674606,-0.00106793145028963,-0.014567449740509195,-0.01544461584900757,-0.012463097379272755,-0.009101338588792921,-0.017050484933235098,-0.001305810442239151,-0.0019599728863285725,-0.008165580377853974,-0.00555451421176883,-0.008461893865685851,-0.007223047710660214,0.08780013287324843,-0.008384735082579453,-0.005481675007924518,-0.008047649039996834,-0.007449059597109589,-0.001331893135734457,-0.0036090417905315685,-0.004639888577046966,-0.00440806502794221,-0.002143977225648478,-0.0049297386117029,-0.0009792630875617183,0.9967992100440697,0.0012906995146363752,-0.0015480059777976001,-0.002156947667231022,0.01931870342733637,-0.01673749605325446,-0.0032000175723149297,-0.017545834872612947,-0.008046369483447629,-0.0014618162071706898,-0.0049297386117029,-0.012872029980364033,-0.02190461626293407,-0.01714049557168387,-0.004333232957443189,-0.0009792630875617183,-0.012872029980364033,-0.01880647166545313,-0.006047708233298242,-0.00106793145028963,-0.009101338588792921,0.9984889780230087,1.0,0.001898680472333811,0.0012244958693628653,-0.015206085036618553,-0.008373908846442688,0.9986995040657912,-0.0352157136771663,-0.00014468120169663156,0.002106956247898049,0.0016397659040916464,-0.0009722349993086082,-0.008053588203097558,-0.001021081049897696,-0.007927860247115033,-0.008025308827927272
Subflow Bwd Packets,-0.017823330283523276,0.05929057522820557,0.02071121422206535,1.0,0.001898680472333811,0.997627084553696,0.027300220294607803,-0.012152763115851437,0.0022668313072421046,0.004581658667701878,0.0643254888423499,-0.014448013938582353,0.14829199339045512,0.022019826462651656,-0.000763470587831636,-0.003390083730434726,-0.011610243301480331,0.004096145760143067,0.029280314505600428,-0.01159873426188828,0.048488090271763006,-0.01029237322107217,0.01302064694527092,0.01242694595176675,-0.011631196664506852,0.07579532955236418,-0.00022737775752893196,0.01144664690394758,0.05367186174557275,-0.00294991172063074,0.00828683603998161,-0.0015607382836947562,0.06010385897962303,0.9997020475788088,-0.0029514583378602408,-0.002696903789112731,-0.01245945102658,0.0584694882820877,0.16909541908448464,0.06994499742543568,0.09494343589892863,-0.0018864940039463951,0.00828683603998161,0.0008104800160952933,0.030696954466397645,-0.016440779394998817,-0.005519478414050102,-0.0015607382836947562,0.0008104800160952933,0.08518255664382428,0.15897145244884123,0.0022668313072421046,0.14829199339045512,0.02071121422206535,0.001898680472333811,1.0,0.997627084553696,-0.000180048829587086,-0.00031776839620262833,-0.0008215451555083403,0.010317740480626711,0.043711111023875086,0.04934409416567208,0.05325872142933615,0.02784260841959597,0.023226675083019146,0.06880880953731243,0.02869347798766397,0.016225977100412115
Subflow Bwd Bytes,-0.009397617595268812,0.04656087115527461,0.021184586513725196,0.997627084553696,0.0012244958693628653,1.0,0.010277147401455905,-0.006193095982134286,-0.008316773472555205,-0.004540943920073278,0.04225199442483885,-0.00674036991764766,0.13827517179769322,0.006238580368134012,0.00048506186096746237,-0.0016196601274372463,-0.0055938739301797605,0.0005479130507938538,0.028988205278114233,-0.00513282447185415,0.03577864313749949,-0.005259406275397358,0.005588797410635026,0.012058695687047705,-0.005313294997216866,0.05629278634441483,-0.002265589876348049,0.003430736415381888,0.04484746041781112,-0.0020344681544590677,0.008508081037946388,-0.0006936064865200552,0.06028388582900611,0.9969912521152554,-0.0013788687197785966,-0.001406357902445696,-0.0063229211472252385,0.037978128542388426,0.1560900838674021,0.05515322372075461,0.08441219372227683,-0.0010209397152067389,0.008508081037946388,-0.0019772891897337453,0.013413558217486332,-0.005732516765036642,-0.003105871144655968,-0.0006936064865200552,-0.0019772891897337453,0.0692200388186064,0.14757982386646037,-0.008316773472555205,0.13827517179769322,0.021184586513725196,0.0012244958693628653,0.997627084553696,1.0,-0.004453187727344916,-0.005153318627380226,-0.0003822384039321287,0.0001213304998588341,0.04167689536287216,0.046742692880069645,0.04959175820266295,0.026436909124075446,0.02207487129603379,0.06676190281729939,0.027441390260949376,0.015371104611386969
Init Fwd Win Bytes,-0.29445727539486327,-0.024435479727434265,-0.015983605321622293,-0.000180048829587086,-0.015206085036618553,-0.004453187727344916,0.3514602115963136,-0.19227841641515922,0.30986631304891926,0.4117918692275545,0.20606767994294137,-0.27423205899983355,0.11275798192212573,0.3073439407930157,0.04055912869221965,-0.024364039203699797,0.11823692547840488,-0.08394753940307442,0.045290001335510234,0.13613521291847316,-0.022639011447471487,0.09350620139575318,-0.07632751138485769,0.048230009655947675,0.10645015967482425,-0.06195742586895473,-0.02523553897342758,-0.022649960088370766,-0.04599944215120239,-0.023137436975136174,-0.10280673107292777,0.015343524308324476,-0.015137825335799627,0.0029567565088574064,-0.021837950804975574,-0.017018697463296765,-0.19720081848672913,0.31978690650887265,0.17247593139721207,0.343304904532769,0.22637671277795407,-0.03194511621182153,-0.10280673107292777,0.42807433480215856,0.4458503336227647,-0.21154315613643873,-0.06589635892561219,0.015343524308324476,0.42807433480215856,-0.05791485761512228,0.1727740488552272,0.30986631304891926,0.11275798192212573,-0.015983605321622293,-0.015206085036618553,-0.000180048829587086,-0.004453187727344916,1.0,0.17945678963043415,-0.015989516482940135,0.16887177744059087,-0.022021550929343693,-0.018964546339340957,-0.025718591898423463,-0.017268945928425445,0.08445642006956927,-0.0025133694437413567,0.0829288492314008,0.08604119332227468
Init Bwd Win Bytes,-0.18691400290681853,-0.11394180512693557,-0.00996757613833757,-0.00031776839620262833,-0.008373908846442688,-0.005153318627380226,0.46618606519329736,-0.12266253136888511,0.36106413659673936,0.38413595605937534,0.36522362606088987,-0.1725503536904076,0.14898142163237613,0.32458040813988476,0.0038743449580464703,-0.021995309528837083,-0.10917712831269115,-0.06943452265980017,-0.128193597044701,-0.09868321678112271,-0.1101511961958935,-0.10980502419344665,-0.06263436574184289,-0.12116801941972893,-0.10165546816084138,-0.057753533188041335,-0.04447033107889929,-0.05565813279591274,-0.05721784675238102,-0.028614187049488725,-0.06926428826631362,-0.013341575022930026,-0.009728719974174826,-0.0022592400770117854,-0.02024259673998978,-0.013372164076089847,-0.12528345067387767,0.41122656940516905,0.21064376832638124,0.321634549452381,0.2100684944033837,-0.013859650475972077,-0.06926428826631362,0.34991228227389903,0.37649589244779563,-0.23747811675124555,-0.02676838313471541,-0.013341575022930026,0.34991228227389903,-0.20043754104642117,0.19872811689726633,0.36106413659673936,0.14898142163237613,-0.00996757613833757,-0.008373908846442688,-0.00031776839620262833,-0.005153318627380226,0.17945678963043415,1.0,-0.010004401572684602,-0.015349859551199196,-0.019740989623815326,-0.01932797412794764,-0.02331137433365601,-0.01418792316741643,-0.11880524902705104,-0.045402771609306905,-0.12187836323460598,-0.11461091072334005
Fwd Act Data Packets,0.050738299282586864,0.0835340493310737,0.999741255279983,-0.0008215451555083403,0.9986995040657912,-0.0003822384039321287,-0.019246177639169856,0.019001191160037123,-0.013498801304466634,-0.020490327980120945,-0.02100353886306758,-0.010323368652247594,-0.018398105671670825,-0.02046988944775114,-0.0013742404767171752,-0.0015572624205016827,-0.006873165364040074,-0.00603264618636287,-0.008457748423936902,-0.005867586340029539,0.08414362201842365,-0.007170670615951998,-0.006754554763301149,-0.008088544880871408,-0.006067586285662813,-0.0064404895632786275,-0.004146953248807286,-0.006014544778037822,-0.005953258329450996,-0.0022366762637031565,-0.004452931601036289,-0.000793136500413766,0.997891638362771,-0.0010108668370418148,-0.0012085845553826558,-0.0017943688226797884,0.019849612365401205,-0.023404422684081362,-0.01442396257636179,-0.024474973282872046,-0.01617644196044349,-0.0012089076292786435,-0.004452931601036289,-0.01531633960083109,-0.025170944367220824,-0.015257027718131852,-0.0036820658408348193,-0.000793136500413766,-0.01531633960083109,-0.01752208870319211,-0.016665123735274946,-0.013498801304466634,-0.018398105671670825,0.999741255279983,0.9986995040657912,-0.0008215451555083403,-0.0003822384039321287,-0.015989516482940135,-0.010004401572684602,1.0,-0.03677616069383804,-0.0019980450891623406,-0.0013046131270235811,-0.002075433898253361,-0.0017575580240635604,-0.007802287643450038,-0.0026933948061498426,-0.007940317525352692,-0.007555183494530204
Fwd Seg Size Min,-0.6613923078092693,-0.0394333148647281,-0.036596085005766214,0.010317740480626711,-0.0352157136771663,0.0001213304998588341,0.3766881467227173,-0.4331097544576509,0.19966727830719674,0.3769077921944274,0.2202933184217636,-0.6243578793179538,-0.005867100071897207,0.26225351104010636,-0.021317507034213395,-0.008916457528658685,-0.04734946180200816,0.10757606658002267,0.017640104720930614,-0.06705251023125734,-0.045909229896293396,-0.021849500680439126,0.07677127455759344,0.012509116831922122,-0.03111668407203406,0.04744575893126113,0.12008739219796459,0.11003265232166722,0.10014724203013854,0.08688945990903055,0.027344954039470695,0.07663052499279271,-0.033720354966822644,0.02108317655477474,-0.00586050264309122,-0.014272858803448073,-0.4516342222317187,0.3039564376226868,0.06121152180896748,0.26365296014152256,0.17434775411386338,-0.0023419152634045312,0.027344954039470695,-0.02442906455923078,0.2705028211338936,0.3844005550276418,0.07650631792480267,0.07663052499279271,-0.02442906455923078,-0.24796657802410205,0.00834865219018761,0.19966727830719674,-0.005867100071897207,-0.036596085005766214,-0.0352157136771663,0.010317740480626711,0.0001213304998588341,0.16887177744059087,-0.015349859551199196,-0.03677616069383804,1.0,-0.0425606200128197,-0.05668578852708901,-0.05345727315671794,-0.022165674414644933,-0.01152263256639446,0.03672149570365665,-0.003914095110552282,-0.015556345436951724
Active Mean,-0.06470144979625826,0.20161692706794335,-0.0004380471504898466,0.043711111023875086,-0.00014468120169663156,0.04167689536287216,-0.014167680396566957,0.044152868257854416,0.033616846127237844,-0.022719526596839613,-0.023046615218633416,-0.034010452858909745,-0.0135167711073173,-0.02733507226179916,-0.0064611811994641595,-0.006678905749677688,0.0012273157371449045,0.09130887187804812,0.09961667237468978,-0.017592445128444125,0.19552520629759135,0.0014378737426426853,0.12150267981532799,0.09426696587502116,-0.017767602167624477,0.1122425489564586,0.12975029447371011,0.15540342425346743,0.14235869472468693,0.08194193978912222,-0.0006744335618973579,-0.0027567260033532796,0.00101944559074476,0.0432559319591397,-0.005565890886301173,-0.00625250890344695,0.045312656694816315,-0.02072144969896167,0.027414090195403574,-0.01901550964303998,-0.0034325912142445674,-0.003071817755072667,-0.0006744335618973579,-0.033068317874960056,-0.0009243275451187257,-0.037148816681297894,-0.0017729409660406155,-0.0027567260033532796,-0.033068317874960056,0.003313162024720568,0.022101720921850036,0.033616846127237844,-0.0135167711073173,-0.0004380471504898466,-0.00014468120169663156,0.043711111023875086,0.04167689536287216,-0.022021550929343693,-0.019740989623815326,-0.0019980450891623406,-0.0425606200128197,1.0,0.5643007949333368,0.9435900546587633,0.9088614744546935,0.0708180506162412,0.2653220576134513,0.11138994418977864,0.04161237783839294
Active Std,-0.05998581816327793,0.17981456859939046,0.00036179767764126354,0.04934409416567208,0.002106956247898049,0.046742692880069645,-0.00817732863497843,-0.015073815355747824,0.0010778694402684657,-0.01306573496685023,-0.0029194234179789422,-0.021419653947953785,0.006180216296509934,-0.008595619051337457,-0.004479372924412477,-0.004651721678521086,-0.004332386577744521,0.05426596830459007,0.06721810737300452,-0.013528216517711725,0.17950605023264934,-0.001298123115873069,0.08274740406057551,0.06728599609405525,-0.013852337132802255,0.1053172444929586,0.07890117009514001,0.10406175887157341,0.0962160583982476,0.04594842071777566,-0.0045755687116683305,-0.0019202147650116863,0.0019694342510049078,0.048552665535699396,-0.003876742319233617,-0.004353941829813112,-0.015595448346641384,-0.005620981018521685,0.019496479695784368,-0.0009057553767385254,0.012619856268638676,-0.0029351205928424386,-0.0045755687116683305,-0.022707100929942783,-0.007770408671048087,-0.029601848279066426,-0.00897193966779018,-0.0019202147650116863,-0.022707100929942783,-0.015209504440177945,0.013423164695221515,0.0010778694402684657,0.006180216296509934,0.00036179767764126354,0.002106956247898049,0.04934409416567208,0.046742692880069645,-0.018964546339340957,-0.01932797412794764,-0.0013046131270235811,-0.05668578852708901,0.5643007949333368,1.0,0.7869463189115932,0.16962209999827804,0.04961761823740003,0.1919362782677787,0.07554278731256099,0.028881473659124232
Active Max,-0.07193034161039742,0.23780694450839218,-0.00028730338465833793,0.05325872142933615,0.0016397659040916464,0.04959175820266295,-0.006082223081631144,0.02574574251948528,0.028483111219428387,-0.01709419775376709,-0.008470263291562473,-0.03506887315872982,0.0037418116656000714,-0.015674330140785876,-0.006976512326602209,-0.007216789030973565,-0.0015141942720608968,0.09027309904634659,0.0980555360610161,-0.019701610086880893,0.23321259861320448,0.0008813774822941987,0.12442658243445293,0.09428387816622152,-0.019959550280847577,0.14987690298180523,0.12610865610839825,0.15560371420380256,0.14218746292449727,0.07490469341605142,-0.0013195934629722584,-0.002978784345451724,0.0014696012144774621,0.05258385374526034,-0.006014194401206818,-0.0067558392776607525,0.02630534254047305,-0.008163730455357383,0.04022093424446853,-0.004484834501443375,0.01380789914661355,-0.003704358281760185,-0.0013195934629722584,-0.032322410865823596,0.0005941224293773192,-0.040252825418320495,-0.005661569757060223,-0.002978784345451724,-0.032322410865823596,-0.00048295737540053195,0.03291769741559852,0.028483111219428387,0.0037418116656000714,-0.00028730338465833793,0.0016397659040916464,0.05325872142933615,0.04959175820266295,-0.025718591898423463,-0.02331137433365601,-0.002075433898253361,-0.05345727315671794,0.9435900546587633,0.7869463189115932,1.0,0.7324281580073111,0.07146114597630392,0.2629246594972418,0.11040111828371658,0.042286651416882766
Active Min,-0.047744773938322785,0.15541847978735143,-0.0007342828617609337,0.02784260841959597,-0.0009722349993086082,0.026436909124075446,-0.010859627512017038,0.059873559242784036,0.04039211010612087,-0.019357330789633254,-0.023249637609677132,-0.03058546014417118,-0.016077092434530645,-0.025953248669162418,-0.005594023215013935,-0.005771113130057309,0.003437133462069343,0.08247851701708261,0.08504340572758737,-0.014623193497336899,0.14829525653841172,0.002456134275508099,0.10460733329995081,0.07867034147927635,-0.01468063159434575,0.08801581036230496,0.11581499279218092,0.13417667649124967,0.12221084882625363,0.07423195465603963,0.0012327432783019359,-0.0023819195868635093,0.00021237960920308027,0.02769355475636058,-0.004809266337742693,-0.005403095335407724,0.061501165996635944,-0.01928359231453309,0.02637296587380722,-0.019430954634327667,-0.007185755857327984,-0.002275157388941434,0.0012327432783019359,-0.027730967930423574,0.0044215405662765385,-0.030184169789430195,0.002154715650932737,-0.0023819195868635093,-0.027730967930423574,0.012238028559676305,0.022808144018119515,0.04039211010612087,-0.016077092434530645,-0.0007342828617609337,-0.0009722349993086082,0.02784260841959597,0.026436909124075446,-0.017268945928425445,-0.01418792316741643,-0.0017575580240635604,-0.022165674414644933,0.9088614744546935,0.16962209999827804,0.7324281580073111,1.0,0.059899111082491616,0.2188696425754134,0.09505145568946922,0.03552572480534601
Idle Mean,-0.1670556766177858,0.7256965496034782,-0.00723893499643898,0.023226675083019146,-0.008053588203097558,0.02207487129603379,-0.11996053635706296,-0.037581524168005545,-0.13972437555808098,-0.1335186758482153,-0.004692917382829418,-0.11755491287082688,0.023610725843461022,-0.01794066418122043,-0.02418412484607038,-0.024792167538306764,0.7418115651495459,0.5569444396105888,0.9148802630014256,0.6509777725246139,0.7192647566125568,0.7961494928132603,0.4625802628559432,0.9073369564937782,0.7387646861170739,0.4205463716743767,0.3885855637212839,0.4167544487032808,0.5520485834405141,0.32228117134735434,0.1028916613383171,-0.010230394546333009,-0.006469428027759542,0.022043744548026847,-0.020658328742517294,-0.02321811917495685,-0.04172039651749853,-0.03776451585784398,0.01591389385973216,-0.030595451691622786,0.05414883058421925,-0.015470673776286128,0.1028916613383171,-0.09298406480141821,-0.1137639306456524,0.19300807078632579,-0.010822644178690869,-0.010230394546333009,-0.09298406480141821,-0.08455688060055626,-0.007263262088465363,-0.13972437555808098,0.023610725843461022,-0.00723893499643898,-0.008053588203097558,0.023226675083019146,0.02207487129603379,0.08445642006956927,-0.11880524902705104,-0.007802287643450038,-0.01152263256639446,0.0708180506162412,0.04961761823740003,0.07146114597630392,0.059899111082491616,1.0,0.14935801483182942,0.9881288848462086,0.993714093424507
Idle Std,-0.019781180216371083,0.31436855409306946,-0.000978014626413781,0.06880880953731243,-0.001021081049897696,0.06676190281729939,0.0024248500209314372,0.18684842553422484,0.14120936824491467,-0.022363852544051,-0.00964560038065826,-0.04467099819954388,0.013709582099560119,-0.016856244913174903,-0.008939563831375561,-0.009244009508126774,0.026118833978928564,0.25631523348662094,0.26925760517297653,-0.023056344864024234,0.3083351890626548,0.03313623173791733,0.36433196283158703,0.2653385303896088,-0.023125816720143754,0.2957430277214108,0.3888399739826741,0.4769889054832396,0.4473592935960264,0.24542788708118607,0.027788939927318054,-0.0038153491986338112,0.0024696507779582433,0.06869453589625911,-0.007703590256062701,-0.008653621635395944,0.19454645369449786,0.008261230473272969,0.13204847912837472,0.01336905904231723,0.027449848298156963,-0.005831904954509992,0.027788939927318054,-0.03533558404068338,0.044463111418391155,-0.04362655491926359,0.0055211594518141316,-0.0038153491986338112,-0.03533558404068338,-0.010443698391196016,0.12862718357956313,0.14120936824491467,0.013709582099560119,-0.000978014626413781,-0.001021081049897696,0.06880880953731243,0.06676190281729939,-0.0025133694437413567,-0.045402771609306905,-0.0026933948061498426,0.03672149570365665,0.2653220576134513,0.1919362782677787,0.2629246594972418,0.2188696425754134,0.14935801483182942,1.0,0.2926295248587682,0.03985175468277902
Idle Max,-0.16324123493960355,0.7501210649323886,-0.0072356407940813265,0.02869347798766397,-0.007927860247115033,0.027441390260949376,-0.1167375533915925,-0.0023842057028683338,-0.10941637880211055,-0.13309812842426932,-0.010958172658386296,-0.12013946062604405,0.019463717586779103,-0.02428279572790355,-0.02470637390645475,-0.02533415061800006,0.7221706519900165,0.5785601883520983,0.9256440754260006,0.6263460327789145,0.743353179760261,0.7754790662720099,0.502807735601917,0.9180362196874314,0.7111721399802186,0.4514962572143416,0.44512800994028406,0.48180463154607145,0.6035936294976357,0.35690530608877946,0.10231586175951014,-0.010454111039081483,-0.0061318184465455824,0.027535824229408357,-0.0211100139700288,-0.023725419210140077,-0.0050095423372547975,-0.03915254329802124,0.03326298350173233,-0.03148500811030326,0.051443548440053305,-0.015818112005759145,0.10231586175951014,-0.0973173254547811,-0.10386467574327335,0.17976655217490706,-0.009121270118984469,-0.010454111039081483,-0.0973173254547811,-0.08698408222259259,0.010705214241122439,-0.10941637880211055,0.019463717586779103,-0.0072356407940813265,-0.007927860247115033,0.02869347798766397,0.027441390260949376,0.0829288492314008,-0.12187836323460598,-0.007940317525352692,-0.003914095110552282,0.11138994418977864,0.07554278731256099,0.11040111828371658,0.09505145568946922,0.9881288848462086,0.2926295248587682,1.0,0.9655999595880754
Idle Min,-0.16658088359803627,0.6932444479604424,-0.00716090484960643,0.016225977100412115,-0.008025308827927272,0.015371104611386969,-0.12235850716153843,-0.06170224453767233,-0.1582562606664172,-0.13256019355251145,-0.004618343206857774,-0.11329590769139879,0.021554835967436348,-0.0170285234086613,-0.023334814906535984,-0.023913535771393542,0.7464748510652252,0.532684034505041,0.8943102822425526,0.6607328083057834,0.6873155129025841,0.8003223288405753,0.42498817643960063,0.8869808988614312,0.7494305512662482,0.38659275917634434,0.34679417056871825,0.3665134667267793,0.5075268917855268,0.297102881894944,0.10008935446645009,-0.009867746095585148,-0.006746956413238962,0.015011874662311357,-0.019926107131390244,-0.022395621185935917,-0.0668607399875778,-0.04012194693214349,-0.00047023230002074767,-0.03326607106639215,0.050653437083124205,-0.014914582612402074,0.10008935446645009,-0.0897184242074925,-0.12023758460752024,0.20005413883435855,-0.011576876811347505,-0.009867746095585148,-0.0897184242074925,-0.0835495095179514,-0.023466965698940957,-0.1582562606664172,0.021554835967436348,-0.00716090484960643,-0.008025308827927272,0.016225977100412115,0.015371104611386969,0.08604119332227468,-0.11461091072334005,-0.007555183494530204,-0.015556345436951724,0.04161237783839294,0.028881473659124232,0.042286651416882766,0.03552572480534601,0.993714093424507,0.03985175468277902,0.9655999595880754,1.0
